DateTime,Flux_1,airTemp_c,tempC_421,stn1_Q,air_pressure_kPa,V1_adjusted,CO2_air_ppm,air_pressure_atm,VaporPressure_atm,TotalAir_atm,Total_air_MolperL,CO2_air_MolesPerLiter,CO2_air_gCO2asCPerLiter,WaterTemp_K,KH_mol.L.atm,CO2_water_gCO2asCPerLiter,deltaCO2_gCO2asCperM3,Flux_gCO2asCperM2perDay,k_m.d,Sc,K600.effective,kkin,K600.eq1
7/20/2019 9:12,NA,NA,5.2365,0.01557171,62.4895,2797.870039,410,0.616723248,NA,NA,NA,NA,NA,278.3865,0.061980283,0.002080953,NA,NA,NA,1381.360111,NA,NA,NA
7/20/2019 9:15,0.85,5.744649,5.252,0.015740521,62.4903,2792.134151,410,0.616731143,0.009181842,0.607549301,0.026547509,1.09E-05,0.000130614,278.402,0.061950541,0.002075691,0.120498568,0.88128,7.313613906,1380.037875,11.09179687,NA,NA
7/20/2019 9:20,NA,5.693161,5.274,0.015940475,62.49175,2786.398263,410,0.616745454,0.009149129,0.607596325,0.026554466,1.09E-05,0.000130648,278.424,0.061908357,0.002070016,0.120063091,NA,NA,1378.163465,NA,NA,NA
7/20/2019 9:25,NA,5.681895,5.296,0.016141891,62.4932,2780.662375,410,0.616759764,0.009141985,0.60761778,0.026556476,1.09E-05,0.000130658,278.446,0.061866208,0.002064348,0.119630102,NA,NA,1376.291764,NA,NA,NA
7/20/2019 9:27,NA,NA,5.318,0.016344769,62.49465,2760.304034,410,0.616774075,NA,NA,NA,NA,NA,278.468,0.061824094,0.00204784,NA,NA,NA,1374.422769,NA,NA,NA
7/20/2019 9:30,0.84,5.740308,5.34,0.016549109,62.4961,2739.945693,410,0.616788385,0.00917908,0.607609305,0.026550544,1.09E-05,0.000130629,278.49,0.061782016,0.002031352,0.117430544,0.870912,7.41640099,1372.556479,11.2171542,NA,NA
7/20/2019 9:35,NA,5.679707,5.3635,0.016656671,62.49575,2719.587352,410,0.616784931,0.009140598,0.607644333,0.026557845,1.09E-05,0.000130665,278.5135,0.061737107,0.002014793,0.116320666,NA,NA,1370.565926,NA,NA,NA
7/20/2019 9:40,NA,5.800707,5.387,0.016764632,62.4954,2699.229011,410,0.616781477,0.009217576,0.6075639,0.026542811,1.09E-05,0.000130591,278.537,0.061692239,0.001998258,0.115220568,NA,NA,1368.578452,NA,NA,NA
7/20/2019 9:42,NA,NA,5.4105,0.016872995,62.49505,2686.563871,410,0.616778022,NA,NA,NA,NA,NA,278.5605,0.061647411,0.001987436,NA,NA,NA,1366.594053,NA,NA,NA
7/20/2019 9:45,1.13,5.807664,5.434,0.016981758,62.4947,2673.898731,410,0.616774568,0.00922202,0.607552548,0.026541654,1.09E-05,0.000130585,278.584,0.061602623,0.00197663,0.113721225,1.171584,10.30224565,1364.612728,15.53677887,NA,NA
7/20/2019 9:50,NA,5.810815,5.4665,0.016893739,62.495425,2661.233591,410,0.616781723,0.009224033,0.60755769,0.026541578,1.09E-05,0.000130585,278.6165,0.061540749,0.001965292,0.11290925,NA,NA,1361.877654,NA,NA,NA
7/20/2019 9:55,NA,5.916939,5.499,0.016805982,62.49615,2648.568451,410,0.616788878,0.00929206,0.607496818,0.026528827,1.09E-05,0.000130522,278.649,0.061478951,0.001953975,0.112103957,NA,NA,1359.148443,NA,NA,NA
7/20/2019 9:57,NA,NA,5.5315,0.016718487,62.496875,2634.214279,410,0.616796034,NA,NA,NA,NA,NA,278.6815,0.061417229,0.001941434,NA,NA,NA,1356.425085,NA,NA,NA
7/20/2019 10:00,1.06,5.977353,5.564,0.016631255,62.4976,2619.860108,410,0.616803189,0.009330984,0.607472204,0.02652201,1.09E-05,0.000130488,278.714,0.061355584,0.001928917,0.110343615,1.099008,9.959869408,1353.707573,14.96030501,NA,NA
7/20/2019 10:05,NA,5.871672,5.5865,0.01651475,62.4981,2605.505936,410,0.616808123,0.009262989,0.607545134,0.026535241,1.09E-05,0.000130553,278.7365,0.061312951,0.001917015,0.109533238,NA,NA,1351.829638,NA,NA,NA
7/20/2019 10:10,NA,5.768863,5.609,0.016398717,62.4986,2591.151765,410,0.616813058,0.009197262,0.607615796,0.026548109,1.09E-05,0.000130617,278.759,0.061270354,0.001905129,0.108725025,NA,NA,1349.954498,NA,NA,NA
7/20/2019 10:12,NA,NA,5.6315,0.016283155,62.4991,2581.78684,410,0.616817993,NA,NA,NA,NA,NA,278.7815,0.061227795,0.001896925,NA,NA,NA,1348.08215,NA,NA,NA
7/20/2019 10:15,1.16,5.801385,5.654,0.016168064,62.4996,2572.421915,410,0.616822927,0.009218009,0.607604918,0.026544539,1.09E-05,0.000130599,278.804,0.061185271,0.001888732,0.107571835,1.202688,11.18032426,1346.21259,16.74694516,NA,NA
7/20/2019 10:20,NA,5.830295,5.6945,0.016694836,62.5034,2563.05699,410,0.61686043,0.009236487,0.607623944,0.026542619,1.09E-05,0.00013059,278.8445,0.061108821,0.001879505,0.106874132,NA,NA,1342.854403,NA,NA,NA
7/20/2019 10:25,NA,5.951243,5.735,0.017231335,62.5072,2553.692065,410,0.616897933,0.009314144,0.607583789,0.026529364,1.09E-05,0.000130524,278.885,0.061032488,0.001870298,0.106182716,NA,NA,1339.505227,NA,NA,NA
7/20/2019 10:27,NA,NA,5.7755,0.017777561,62.511,2540.90166,410,0.616935437,NA,NA,NA,NA,NA,278.9255,0.060956272,0.001858607,NA,NA,NA,1336.165045,NA,NA,NA
7/20/2019 10:30,0.94,5.926995,5.816,0.018333514,62.5148,2528.111255,410,0.61697294,0.009298529,0.60767441,0.026535626,1.09E-05,0.000130555,278.966,0.060880174,0.001846942,0.104493937,0.974592,9.326780346,1332.833841,13.90093873,NA,NA
7/20/2019 10:35,NA,6.038344,5.844,0.017945789,62.51365,2515.32085,410,0.61696159,0.009370426,0.607591164,0.026521409,1.09E-05,0.000130485,278.994,0.060827632,0.001836012,0.103743155,NA,NA,1330.536027,NA,NA,NA
7/20/2019 10:40,NA,6.030834,5.872,0.01756277,62.5125,2502.530446,410,0.61695024,0.009365562,0.607584679,0.026521839,1.09E-05,0.000130487,279.022,0.060775145,0.0018251,0.102990311,NA,NA,1328.24249,NA,NA,NA
7/20/2019 10:42,NA,NA,5.9,0.017184457,62.51135,2486.892066,410,0.616938891,NA,NA,NA,NA,NA,279.05,0.060722714,0.00181213,NA,NA,NA,1325.953227,NA,NA,NA
7/20/2019 10:45,0.93,5.785542,5.928,0.01681085,62.5102,2471.253687,410,0.616927541,0.009207897,0.607719644,0.026551059,1.09E-05,0.000130631,279.078,0.060670339,0.001799182,0.101231516,0.964224,9.524938831,1323.66823,14.14738404,NA,NA
7/20/2019 10:50,NA,5.760628,5.9635,0.016397517,62.507175,2455.615308,410,0.616897687,0.009192015,0.607705671,0.02655282,1.09E-05,0.00013064,279.1135,0.060604015,0.001785842,0.100311879,NA,NA,1320.777307,NA,NA,NA
7/20/2019 10:55,NA,5.81083,5.999,0.015990101,62.50415,2439.976929,410,0.616867832,0.009224042,0.60764379,0.026545338,1.09E-05,0.000130603,279.149,0.06053778,0.001772529,0.099398577,NA,NA,1317.893223,NA,NA,NA
7/20/2019 10:57,NA,NA,6.0345,0.015588601,62.501125,2431.272109,410,0.616837978,NA,NA,NA,NA,NA,279.1845,0.060471634,0.001764276,NA,NA,NA,1315.015967,NA,NA,NA
7/20/2019 11:00,0.98,6.000878,6.07,0.015193019,62.4981,2422.567289,410,0.616808123,0.00934618,0.607461943,0.026519327,1.09E-05,0.000130475,279.22,0.060405577,0.001756039,0.098193121,1.016064,10.34760874,1312.145528,15.30225293,NA,NA
7/20/2019 11:05,NA,5.971871,6.121,0.015559484,62.493575,2413.862469,410,0.616763465,0.009327447,0.607436019,0.026520951,1.09E-05,0.000130483,279.271,0.060310835,0.001746985,0.097492564,NA,NA,1308.033709,NA,NA,NA
7/20/2019 11:10,NA,6.030379,6.172,0.015931033,62.48905,2405.157649,410,0.616718807,0.009365267,0.60735354,0.026511793,1.09E-05,0.000130438,279.322,0.060216275,0.001737956,0.096798723,NA,NA,1303.935904,NA,NA,NA
7/20/2019 11:12,NA,NA,6.223,0.016307665,62.484525,2387.200661,410,0.616674149,NA,NA,NA,NA,NA,279.373,0.060121899,0.001722276,NA,NA,NA,1299.852079,NA,NA,NA
7/20/2019 11:15,0.88,6.317737,6.274,0.016689381,62.48,2369.243673,410,0.61662949,0.009552993,0.607076497,0.026472452,1.09E-05,0.000130244,279.424,0.060027704,0.001706643,0.094627591,0.912384,9.641839056,1295.782203,14.16936076,NA,NA
7/20/2019 11:20,NA,6.307624,6.33875,0.016230023,62.484425,2351.286686,410,0.616673162,0.009546331,0.607126831,0.026475605,1.09E-05,0.00013026,279.48875,0.059908376,0.001690341,0.093461933,NA,NA,1290.6351,NA,NA,NA
7/20/2019 11:25,NA,6.303302,6.4035,0.015778048,62.48885,2333.329698,410,0.616716833,0.009543485,0.607173348,0.026478043,1.09E-05,0.000130272,279.5535,0.05978934,0.001674099,0.092304395,NA,NA,1285.51036,NA,NA,NA
7/20/2019 11:27,NA,NA,6.46825,0.015333454,62.493275,2317.248106,410,0.616760504,NA,NA,NA,NA,NA,279.61825,0.059670596,0.001659259,NA,NA,NA,1280.407915,NA,NA,NA
7/20/2019 11:30,0.78,6.149661,6.533,0.014896243,62.4977,2301.166514,410,0.616804176,0.009442793,0.607361383,0.026500813,1.09E-05,0.000130384,279.683,0.059552142,0.001644473,0.090167229,0.808704,8.968934853,1275.327698,13.07603699,NA,NA
7/20/2019 11:35,NA,6.186949,6.585,0.015100195,62.497125,2285.084922,410,0.616798501,0.009467144,0.607331357,0.026495965,1.09E-05,0.00013036,279.735,0.059457223,0.001630378,0.089186876,NA,NA,1271.263881,NA,NA,NA
7/20/2019 11:40,NA,6.119941,6.637,0.015305768,62.49655,2269.00333,410,0.616792826,0.009423424,0.607369402,0.026503983,1.09E-05,0.0001304,279.787,0.059362491,0.001616324,0.08820819,NA,NA,1267.214322,NA,NA,NA
7/20/2019 11:42,NA,NA,6.689,0.015512963,62.495975,2252.429196,410,0.616787151,NA,NA,NA,NA,NA,279.839,0.059267945,0.001601962,NA,NA,NA,1263.178985,NA,NA,NA
7/20/2019 11:45,0.69,6.149184,6.741,0.015721777,62.4954,2235.855063,410,0.616781477,0.009442482,0.607338995,0.026499881,1.09E-05,0.000130379,279.891,0.059173584,0.001587643,0.08623149,0.715392,8.296180404,1259.157837,12.01828915,NA,NA
7/20/2019 11:50,NA,6.234786,6.78275,0.015910979,62.494075,2219.28093,410,0.6167684,0.009498465,0.607269935,0.026488749,1.09E-05,0.000130325,279.93275,0.059097957,0.00157386,0.085309969,NA,NA,1255.939564,NA,NA,NA
7/20/2019 11:55,NA,6.414079,6.8245,0.016101491,62.49275,2202.706796,410,0.616755323,0.009616672,0.607138651,0.026466039,1.09E-05,0.000130213,279.9745,0.05902245,0.00156011,0.084396018,NA,NA,1252.730397,NA,NA,NA
7/20/2019 11:57,NA,NA,6.86625,0.016293315,62.491425,2190.087026,410,0.616742246,NA,NA,NA,NA,NA,280.01625,0.058947061,0.00154919,NA,NA,NA,1249.530316,NA,NA,NA
7/20/2019 12:00,0.78,6.520328,6.908,0.01648645,62.4901,2177.467256,410,0.61672917,0.009687332,0.607041837,0.026451765,1.08E-05,0.000130143,280.058,0.058871791,0.001538297,0.082900553,0.808704,9.755109828,1246.339306,14.05965564,NA,NA
7/20/2019 12:05,NA,6.485693,6.9585,0.016328007,62.4897,2164.847486,410,0.616725222,0.009664248,0.607060974,0.026455875,1.08E-05,0.000130163,280.1085,0.058780904,0.00152702,0.082108542,NA,NA,1242.491614,NA,NA,NA
7/20/2019 12:10,NA,6.458784,7.009,0.016170444,62.4893,2152.227715,410,0.616721274,0.009646347,0.607074927,0.02645903,1.08E-05,0.000130178,280.159,0.058690191,0.001515776,0.081320978,NA,NA,1238.657133,NA,NA,NA
7/20/2019 12:12,NA,NA,7.0595,0.016013763,62.4889,2122.712962,410,0.616717327,NA,NA,NA,NA,NA,280.2095,0.05859965,0.001492683,NA,NA,NA,1234.835831,NA,NA,NA
7/20/2019 12:15,0.7,6.331365,7.11,0.015857964,62.4885,2093.198209,410,0.616713379,0.009561978,0.607151401,0.026474427,1.09E-05,0.000130254,280.26,0.058509281,0.001469658,0.07836757,0.72576,9.260973672,1231.027677,13.26523454,NA,NA
7/20/2019 12:20,NA,6.320199,7.1585,0.016592569,62.476575,2063.683456,410,0.616595688,0.009554616,0.607041072,0.026470674,1.09E-05,0.000130236,280.3085,0.058422653,0.00144679,0.076916614,NA,NA,1227.382687,NA,NA,NA
7/20/2019 12:25,NA,6.318955,7.207,0.01734637,62.46465,2034.168703,410,0.616477998,0.009553796,0.606924202,0.026465696,1.09E-05,0.000130211,280.357,0.058336183,0.001423988,0.075473978,NA,NA,1223.749766,NA,NA,NA
7/20/2019 12:27,NA,NA,7.2555,0.018119365,62.452725,2025.039759,410,0.616360307,NA,NA,NA,NA,NA,280.4055,0.058249871,0.0014155,NA,NA,NA,1220.128885,NA,NA,NA
7/20/2019 12:30,0.75,6.492655,7.304,0.018911557,62.4408,2015.910814,410,0.616242617,0.009668884,0.606573732,0.026433983,1.08E-05,0.000130055,280.454,0.058163716,0.001407034,0.074273855,0.7776,10.46936374,1216.520016,14.90748198,NA,NA
7/20/2019 12:35,NA,6.528764,7.336,0.018540723,62.444975,2006.78187,410,0.616283821,0.009692962,0.606590858,0.026431317,1.08E-05,0.000130042,280.486,0.058106958,0.001399296,0.073752477,NA,NA,1214.14547,NA,NA,NA
7/20/2019 12:40,NA,6.324406,7.368,0.018174041,62.44915,1997.652926,410,0.616325025,0.009557389,0.606767635,0.026458352,1.08E-05,0.000130175,280.518,0.058050268,0.001391571,0.073224397,NA,NA,1211.776133,NA,NA,NA
7/20/2019 12:42,NA,NA,7.4,0.017811512,62.453325,1992.414181,410,0.616366229,NA,NA,NA,NA,NA,280.55,0.057993647,0.001386568,NA,NA,NA,1209.411996,NA,NA,NA
7/20/2019 12:45,0.61,6.304847,7.432,0.017453135,62.4575,1987.175437,410,0.616407433,0.009544502,0.606862931,0.02646436,1.09E-05,0.000130205,280.582,0.057937093,0.001381574,0.072500703,0.632448,8.723336048,1207.053052,12.37286166,NA,NA
7/20/2019 12:50,NA,6.168873,7.46825,0.017689712,62.4523,1981.936692,410,0.616356113,0.009455332,0.60690078,0.026478894,1.09E-05,0.000130276,280.61825,0.057873111,0.00137641,0.072117647,NA,NA,1204.387074,NA,NA,NA
7/20/2019 12:55,NA,6.156276,7.5045,0.017928105,62.4471,1976.697948,410,0.616304793,0.009447109,0.606857684,0.026478208,1.09E-05,0.000130273,280.6545,0.057809215,0.001371256,0.071740283,NA,NA,1201.727736,NA,NA,NA
7/20/2019 12:57,NA,NA,7.54075,0.018168315,62.4419,1971.371241,410,0.616253473,NA,NA,NA,NA,NA,280.69075,0.057745407,0.001366052,NA,NA,NA,1199.075028,NA,NA,NA
7/20/2019 13:00,0.57,6.219761,7.577,0.018410342,62.4367,1966.044535,410,0.616202153,0.009488617,0.606713535,0.026465903,1.09E-05,0.000130212,280.727,0.057681686,0.001360857,0.070985674,0.590976,8.325285502,1196.428937,11.75619997,NA,NA
7/20/2019 13:05,NA,6.23638,7.60325,0.018356543,62.432625,1960.717828,410,0.616161936,0.00949951,0.606662426,0.026462099,1.08E-05,0.000130194,280.75325,0.057635597,0.001356086,0.070655028,NA,NA,1194.516926,NA,NA,NA
7/20/2019 13:10,NA,6.321974,7.6295,0.018302834,62.42855,1955.391121,410,0.616121719,0.009555786,0.606565932,0.026449787,1.08E-05,0.000130133,280.7795,0.057589554,0.001351321,0.070327687,NA,NA,1192.608375,NA,NA,NA
7/20/2019 13:12,NA,NA,7.65575,0.018249214,62.424475,1950.099166,410,0.616081501,NA,NA,NA,NA,NA,280.80575,0.057543556,0.001346588,NA,NA,NA,1190.703279,NA,NA,NA
7/20/2019 13:15,0.68,6.442248,7.682,0.018195683,62.4204,1944.80721,410,0.616041284,0.009635361,0.606405923,0.026431435,1.08E-05,0.000130043,280.832,0.057497603,0.001341861,0.069676652,0.705024,10.11851149,1188.801633,14.24281064,NA,NA
7/20/2019 13:20,NA,6.559815,7.7025,0.018280481,62.415075,1939.515255,410,0.615988731,0.00971371,0.606275021,0.026414622,1.08E-05,0.00012996,280.8525,0.057461748,0.001337375,0.069380193,NA,NA,1187.318935,NA,NA,NA
7/20/2019 13:25,NA,6.481008,7.723,0.018365503,62.40975,1934.2233,410,0.615936177,0.009661129,0.606275048,0.026422067,1.08E-05,0.000129997,280.873,0.05742592,0.001332895,0.069077527,NA,NA,1185.838336,NA,NA,NA
7/20/2019 13:27,NA,NA,7.7435,0.018450749,62.404425,1928.887893,410,0.615883623,NA,NA,NA,NA,NA,280.8935,0.057390119,0.001328389,NA,NA,NA,1184.359835,NA,NA,NA
7/20/2019 13:30,0.66,6.449506,7.764,0.018536218,62.3991,1923.552487,410,0.61583107,0.009640182,0.606190888,0.026421376,1.08E-05,0.000129993,280.914,0.057354347,0.001323889,0.068475124,0.684288,9.993234861,1182.883429,14.03141414,NA,NA
7/20/2019 13:35,NA,6.488672,7.81025,0.018629654,62.39635,1918.217081,410,0.615803929,0.009666232,0.606137698,0.026415357,1.08E-05,0.000129964,280.96025,0.057273741,0.001318362,0.068064003,NA,NA,1179.560197,NA,NA,NA
7/20/2019 13:40,NA,6.439985,7.8565,0.018723356,62.3936,1912.881675,410,0.615776789,0.009633858,0.606142931,0.026420185,1.08E-05,0.000129987,281.0065,0.057193275,0.001312848,0.067651655,NA,NA,1176.247594,NA,NA,NA
7/20/2019 13:42,NA,NA,7.90275,0.018817324,62.39085,1907.499412,410,0.615749649,NA,NA,NA,NA,NA,281.05275,0.057112949,0.001307315,NA,NA,NA,1172.945597,NA,NA,NA
7/20/2019 13:45,0.72,6.389795,7.949,0.018911557,62.3881,1902.117149,410,0.615722508,0.009600586,0.606121923,0.026424013,1.08E-05,0.000130006,281.099,0.057032761,0.001301796,0.066830407,0.746496,11.17000532,1169.654179,15.59575821,NA,NA
7/20/2019 13:50,NA,6.596159,7.968,0.019007362,62.384875,1896.734885,410,0.61569068,0.009738043,0.605952637,0.026397146,1.08E-05,0.000129874,281.118,0.05699986,0.001297363,0.066546739,NA,NA,1168.305089,NA,NA,NA
7/20/2019 13:55,NA,6.608805,7.987,0.01910344,62.38165,1891.352622,410,0.615658852,0.009746523,0.605912329,0.026394197,1.08E-05,0.000129859,281.137,0.056966982,0.001292936,0.06625695,NA,NA,1166.957779,NA,NA,NA
7/20/2019 13:57,NA,NA,8.006,0.019199791,62.378425,1884.012106,410,0.615627023,NA,NA,NA,NA,NA,281.156,0.056934127,0.001287175,NA,NA,NA,1165.612247,NA,NA,NA
7/20/2019 14:00,0.68,6.746447,8.025,0.019296415,62.3752,1876.67159,410,0.615595195,0.00983924,0.605755955,0.026374409,1.08E-05,0.000129762,281.175,0.056901296,0.001281421,0.065530858,0.705024,10.7586566,1164.268491,14.98680279,NA,NA
7/20/2019 14:05,NA,6.774039,8.04625,0.019503726,62.3688,1869.331074,410,0.615532032,0.009857919,0.605674113,0.026368246,1.08E-05,0.000129732,281.19625,0.056864604,0.001275585,0.065158505,NA,NA,1162.767709,NA,NA,NA
7/20/2019 14:10,NA,6.863051,8.0675,0.019712284,62.3624,1861.990558,410,0.615468869,0.009918393,0.605550476,0.026354483,1.08E-05,0.000129664,281.2175,0.056827942,0.001269757,0.064789141,NA,NA,1161.269144,NA,NA,NA
7/20/2019 14:12,NA,NA,8.08875,0.019922088,62.356,1858.621205,410,0.615405706,NA,NA,NA,NA,NA,281.23875,0.056791309,0.001266642,NA,NA,NA,1159.772794,NA,NA,NA
7/20/2019 14:15,0.61,6.873553,8.11,0.02013314,62.3496,1855.251853,410,0.615342543,0.00992555,0.605416993,0.026347686,1.08E-05,0.000129631,281.26,0.056754705,0.001263531,0.064354196,0.632448,9.82761094,1158.278657,13.65459605,NA,NA
7/20/2019 14:20,NA,6.788328,8.1355,0.019837749,62.3452,1851.8825,410,0.615299118,0.009867605,0.605431513,0.026356339,1.08E-05,0.000129673,281.2855,0.056710818,0.001260261,0.064116575,NA,NA,1156.48861,NA,NA,NA
7/20/2019 14:25,NA,6.824062,8.161,0.019544807,62.3408,1848.513148,410,0.615255694,0.009891864,0.605363829,0.026350029,1.08E-05,0.000129642,281.311,0.056666974,0.001256996,0.063883717,NA,NA,1154.701741,NA,NA,NA
7/20/2019 14:27,NA,NA,8.1865,0.019254314,62.3364,1841.541885,410,0.615212269,NA,NA,NA,NA,NA,281.3365,0.056623171,0.001251287,NA,NA,NA,1152.918047,NA,NA,NA
7/20/2019 14:30,0.68,6.802619,8.212,0.018966269,62.332,1834.570622,410,0.615168844,0.009877301,0.605291544,0.026348901,1.08E-05,0.000129637,281.362,0.05657941,0.001245587,0.063139821,0.705024,11.16607542,1151.137524,15.46637504,NA,NA
7/20/2019 14:35,NA,6.628551,8.23875,0.018883584,62.3285,1827.599358,410,0.615134302,0.009759776,0.605374526,0.026368908,1.08E-05,0.000129735,281.38875,0.056533549,0.001239848,0.062758634,NA,NA,1149.273122,NA,NA,NA
7/20/2019 14:40,NA,6.686654,8.2655,0.018801103,62.325,1820.628095,410,0.61509976,0.009798867,0.605300892,0.026360227,1.08E-05,0.000129692,281.4155,0.056487734,0.001234118,0.062386496,NA,NA,1147.412201,NA,NA,NA
7/20/2019 14:42,NA,NA,8.29225,0.018718826,62.3215,1820.738686,410,0.615065217,NA,NA,NA,NA,NA,281.44225,0.056441964,0.001233193,NA,NA,NA,1145.554754,NA,NA,NA
7/20/2019 14:45,0.78,6.777731,8.319,0.018636753,62.318,1820.849277,410,0.615030675,0.009860421,0.605170254,0.026345963,1.08E-05,0.000129622,281.469,0.056396241,0.001232269,0.062185118,0.808704,13.00478362,1143.700778,17.95492989,NA,NA
7/20/2019 14:50,NA,6.758555,8.33575,0.019002793,62.3127,1820.959868,410,0.614978368,0.009847433,0.605130935,0.026346056,1.08E-05,0.000129623,281.48575,0.056367633,0.001231718,0.06212253,NA,NA,1142.541642,NA,NA,NA
7/20/2019 14:55,NA,6.761175,8.3525,0.019372856,62.3074,1821.070459,410,0.614926061,0.009849207,0.605076855,0.026343455,1.08E-05,0.00012961,281.5025,0.056339044,0.001231168,0.062060759,NA,NA,1141.383863,NA,NA,NA
7/20/2019 14:57,NA,NA,8.36925,0.019746942,62.3021,1821.0934,410,0.614873754,NA,NA,NA,NA,NA,281.51925,0.056310472,0.00123056,NA,NA,NA,1140.22744,NA,NA,NA
7/20/2019 15:00,0.74,6.750029,8.386,0.020125051,62.2968,1821.116342,410,0.614821447,0.009841663,0.604979785,0.026340278,1.08E-05,0.000129594,281.536,0.056281918,0.001229951,0.061930196,0.767232,12.38865765,1139.072373,17.06963701,NA,NA
7/20/2019 15:05,NA,6.797549,8.3905,0.020030147,62.29475,1821.139284,410,0.614801216,0.00987386,0.604927355,0.026333524,1.08E-05,0.000129561,281.5405,0.05627425,0.001229799,0.06191507,NA,NA,1138.762287,NA,NA,NA
7/20/2019 15:10,NA,6.789376,8.395,0.019935494,62.2927,1821.162226,410,0.614780984,0.009868316,0.604912668,0.026333653,1.08E-05,0.000129562,281.545,0.056266583,0.001229647,0.061898043,NA,NA,1138.452299,NA,NA,NA
7/20/2019 15:12,NA,NA,8.3995,0.019841092,62.29065,1817.541485,410,0.614760752,NA,NA,NA,NA,NA,281.5495,0.056258918,0.001227035,NA,NA,NA,1138.142409,NA,NA,NA
7/20/2019 15:15,0.67,6.589872,8.404,0.019746942,62.2886,1813.920744,410,0.61474052,0.00973383,0.60500669,0.02635653,1.08E-05,0.000129674,281.554,0.056251254,0.001224424,0.061581041,0.694656,11.28035501,1137.832616,15.53410842,NA,NA
7/20/2019 15:20,NA,6.618112,8.40075,0.019719612,62.2876,1810.300002,410,0.614730651,0.009752768,0.604977883,0.026352615,1.08E-05,0.000129655,281.55075,0.056256789,0.0012221,0.061457454,NA,NA,1138.056346,NA,NA,NA
7/20/2019 15:25,NA,6.812995,8.3975,0.019692304,62.2866,1806.679261,410,0.614720781,0.009884346,0.604836436,0.026328114,1.08E-05,0.000129534,281.5475,0.056262324,0.001219776,0.061339514,NA,NA,1138.280126,NA,NA,NA
7/20/2019 15:27,NA,NA,8.39425,0.019665017,62.2856,1797.190354,410,0.614710912,NA,NA,NA,NA,NA,281.54425,0.056267861,0.001213489,NA,NA,NA,1138.503957,NA,NA,NA
7/20/2019 15:30,0.69,6.886645,8.391,0.019637751,62.2846,1787.701447,410,0.614701043,0.009934478,0.604766565,0.026318149,1.08E-05,0.000129485,281.541,0.056273398,0.0012072,0.060646693,0.715392,11.79605956,1138.727839,16.2506711,NA,NA
7/20/2019 15:35,NA,6.990816,8.3955,0.01999051,62.285075,1778.212541,410,0.614705731,0.010005768,0.604699962,0.026305465,1.08E-05,0.000129423,281.5455,0.056265731,0.001200629,0.060272204,NA,NA,1138.417862,NA,NA,NA
7/20/2019 15:40,NA,7.054619,8.4,0.020346794,62.28555,1768.723634,410,0.614710419,0.010049655,0.604660763,0.02629777,1.08E-05,0.000129385,281.55,0.056258066,0.00119406,0.059896535,NA,NA,1138.107983,NA,NA,NA
7/20/2019 15:42,NA,NA,8.4045,0.020706605,62.286025,1768.691459,410,0.614715107,NA,NA,NA,NA,NA,281.5545,0.056250402,0.001193875,NA,NA,NA,1137.798201,NA,NA,NA
7/20/2019 15:45,0.71,6.958907,8.409,0.021069941,62.2865,1768.659284,410,0.614719794,0.009983883,0.604735911,0.026310025,1.08E-05,0.000129445,281.559,0.056242739,0.001193691,0.059856087,0.736128,12.29829806,1137.488517,16.93335057,NA,NA
7/20/2019 15:50,NA,7.026884,8.39975,0.020797795,62.28395,1768.62711,410,0.614694628,0.010030557,0.604664071,0.026300517,1.08E-05,0.000129399,281.54975,0.056258492,0.001194004,0.059893071,NA,NA,1138.125196,NA,NA,NA
7/20/2019 15:55,NA,6.949717,8.3905,0.020527622,62.2814,1768.594935,410,0.614669461,0.009977588,0.604691873,0.026308973,1.08E-05,0.00012944,281.5405,0.05627425,0.001194316,0.059925104,NA,NA,1138.762287,NA,NA,NA
7/20/2019 15:57,NA,NA,8.38125,0.020259422,62.27885,1770.568078,410,0.614644295,NA,NA,NA,NA,NA,281.53125,0.056290014,0.001195984,NA,NA,NA,1139.399792,NA,NA,NA
7/20/2019 16:00,0.7,6.902181,8.372,0.019993196,62.2763,1772.541221,410,0.614619128,0.009945081,0.604674047,0.026312663,1.08E-05,0.000129458,281.522,0.056305783,0.001197652,0.060145474,0.72576,12.06674336,1140.037709,16.63313297,NA,NA
7/20/2019 16:05,NA,6.742553,8.36625,0.020002598,62.2772,1774.514363,410,0.614628011,0.009836606,0.604791405,0.026332779,1.08E-05,0.000129557,281.51625,0.056315588,0.001199194,0.060237212,NA,NA,1140.434461,NA,NA,NA
7/20/2019 16:10,NA,6.66777,8.3605,0.020012002,62.2781,1776.487506,410,0.614636893,0.009786147,0.604850745,0.026342401,1.08E-05,0.000129605,281.5105,0.056325395,0.001200736,0.060331917,NA,NA,1140.831372,NA,NA,NA
7/20/2019 16:12,NA,NA,8.35475,0.020021409,62.279,1778.415136,410,0.614645775,NA,NA,NA,NA,NA,281.50475,0.056335205,0.001202249,NA,NA,NA,1141.228444,NA,NA,NA
7/20/2019 16:15,0.73,6.505048,8.349,0.020030819,62.2799,1780.342767,410,0.614654657,0.009677142,0.604977515,0.026363253,1.08E-05,0.000129707,281.499,0.056345016,0.001203761,0.060517595,0.756864,12.50651149,1141.625674,17.25132372,NA,NA
